"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"updated_time";"error.message";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count";"likes.summary.total_count"
"528025197385236_1860492637471812";"9";"1";"1";"528025197385236_1860492637471812";"data";"data.*";"fetched (200)";"2022-03-16 14:25:22.511196";"Facebook:/<page-id>/posts";"4️⃣ things I wish I knew before learning to code 👨‍💻 What do you wish you knew before stepping into the industry, comment below ⬇️  #programming #schoolofit #reels #tiktok #fyp #SchoolofIT #learntocode #codingforbeginners";"2022-02-04T09:15:43+0000";"2022-02-04T09:15:43+0000";"";"0";"2";"2";"0";"0";"0";"0";"0";"2"
