,Title,Published_date,Views,Likes,Dislikes,Comments,post_type,Month,date,day_name
17,NYCDSA Bootcamp Open House,2022-02-25T08:08:08Z,50,2,2,0,youtube#video,Feb,2022-02-25 08:08:08+00:00,Friday
18,NYC Data Science Academy's Personal Meeting Room,2022-02-19T08:05:00Z,46,0,0,0,youtube#video,Feb,2022-02-19 08:05:00+00:00,Saturday
19,A/B Testing with Data Science (With Python and R),2022-02-17T11:10:14Z,240,11,11,0,youtube#video,Feb,2022-02-17 11:10:14+00:00,Thursday
20,NYC Data Science Academy's Personal Meeting Room,2022-02-16T05:18:15Z,60,0,0,0,youtube#video,Feb,2022-02-16 05:18:15+00:00,Wednesday
21,NYC Data Science Academy's Personal Meeting Room,2022-02-12T05:09:47Z,50,0,0,0,youtube#video,Feb,2022-02-12 05:09:47+00:00,Saturday
22,Object Detection with YOLOv3,2022-02-12T00:28:44Z,72,4,4,1,youtube#video,Feb,2022-02-12 00:28:44+00:00,Saturday
23,"Alumni Success Story: Brian Preze Joseph, Data Scientist at Medidata Solution",2022-02-02T21:14:17Z,135,4,4,1,youtube#video,Feb,2022-02-02 21:14:17+00:00,Wednesday
24,Uncovering Friend Groups in Social Networks,2022-01-12T12:09:47Z,43,1,1,0,youtube#video,Jan,2022-01-12 12:09:47+00:00,Wednesday
25,Data Science Bootcamp Open House,2021-12-16T12:04:00Z,100,1,1,0,youtube#video,Dec,2021-12-16 12:04:00+00:00,Thursday
26,"Alumni Success Story: Douglas Pizac, Data Science Consultant at Deloitte",2021-11-15T15:08:08Z,91,2,2,0,youtube#video,Nov,2021-11-15 15:08:08+00:00,Monday
27,Data Analysis with Pandas,2021-11-10T13:32:02Z,108,4,4,0,youtube#video,Nov,2021-11-10 13:32:02+00:00,Wednesday
28,How Strong is Your Machine Learning Model?,2021-11-04T10:59:14Z,94,4,4,0,youtube#video,Nov,2021-11-04 10:59:14+00:00,Thursday
29,From Music PhD at Stanford to Data Scientist in Europe,2021-10-28T08:12:27Z,66,0,0,0,youtube#video,Oct,2021-10-28 08:12:27+00:00,Thursday
30,Job Openings - 10/22/2021,2021-10-23T03:05:41Z,94,1,1,0,youtube#video,Oct,2021-10-23 03:05:41+00:00,Saturday
31,Beginner's Guide to Data Science,2021-10-21T04:22:21Z,56,0,0,0,youtube#video,Oct,2021-10-21 04:22:21+00:00,Thursday
32,From Fine Art Major at RISD to Data Engineer,2021-10-14T08:25:19Z,51,1,1,0,youtube#video,Oct,2021-10-14 08:25:19+00:00,Thursday
33,Choosing Effective Data Visualization,2021-10-07T10:27:32Z,115,1,1,0,youtube#video,Oct,2021-10-07 10:27:32+00:00,Thursday
34,Build a Career in the Data Science Field,2021-09-30T08:20:38Z,175,7,7,1,youtube#video,Sep,2021-09-30 08:20:38+00:00,Thursday
35,Learn Data Analysis with Pandas,2021-09-23T11:59:51Z,177,4,4,0,youtube#video,Sep,2021-09-23 11:59:51+00:00,Thursday
36,NYC Data Science Academy Bootcamp Info Session,2021-09-16T07:23:04Z,58,0,0,0,youtube#video,Sep,2021-09-16 07:23:04+00:00,Thursday
37,AI-Powered Android App — Car Classification,2021-09-09T11:02:42Z,122,5,5,0,youtube#video,Sep,2021-09-09 11:02:42+00:00,Thursday
38,How I became a Data Science Senior Consultant @ EY,2021-09-02T11:24:45Z,183,4,4,0,youtube#video,Sep,2021-09-02 11:24:45+00:00,Thursday
39,NYCDSA Webinar | Applying Deep-learning to Solving Autonomous Driving,2021-08-21T08:56:02Z,66,2,2,0,youtube#video,Aug,2021-08-21 08:56:02+00:00,Saturday
40,"Alumni Success Story:  David Wasserman, Senior Data Architect",2021-08-20T18:49:58Z,83,3,3,0,youtube#video,Aug,2021-08-20 18:49:58+00:00,Friday
41,NYCDSA Webinar | Readability Counts: Best Practices in Python Coding,2021-08-12T11:25:38Z,92,0,0,0,youtube#video,Aug,2021-08-12 11:25:38+00:00,Thursday
42,"Alumni Success Story: Chitra Sharathchandra, AI Solutions Engineer/Data Scientist at Cedrus Digital",2021-08-06T15:50:57Z,134,2,2,0,youtube#video,Aug,2021-08-06 15:50:57+00:00,Friday
43,"Building Your First Shiny App with NYCDSA Instructor, Luke Lin",2021-07-30T11:16:22Z,138,2,2,0,youtube#video,Jul,2021-07-30 11:16:22+00:00,Friday
44,"NYCDSA Webinar | Talk by Kyle Gallatin, Software Engineer/ML @ Etsy",2021-07-22T09:08:50Z,293,5,5,0,youtube#video,Jul,2021-07-22 09:08:50+00:00,Thursday
45,Data Science Bootcamp Openhouse | Fireside Chat with NYCDSA Alumni,2021-07-21T10:10:22Z,77,0,0,1,youtube#video,Jul,2021-07-21 10:10:22+00:00,Wednesday
