,Title,Published_date,Views,Likes,Dislikes,Comments,post_type,Month,date,day_name
68,🔥Highest Paying Free Courses | Free Course With Certificate Online | Skillup | Simplilearn,2022-04-08T15:45:02Z,14124,502,502,46,youtube#video,Apr,2022-04-08 15:45:02+00:00,Friday
69,What Is Raspberry Pi Zero? | How To Use Raspberry Pi Zero | Raspberry Pi Zero Tutorial | Simplilearn,2022-04-08T15:30:04Z,2070,50,50,3,youtube#video,Apr,2022-04-08 15:30:04+00:00,Friday
70,World's First Slime Robot | Latest Robotics Inventions 2022 | Robotics | #Shorts | Simplilearn,2022-04-08T14:30:13Z,1761,71,71,1,youtube#video,Apr,2022-04-08 14:30:13+00:00,Friday
71,Top 5 AI Movies | Movies On Artificial Intelligence | Artificial Intelligence | #Shorts |Simplilearn,2022-04-08T12:38:38Z,2254,123,123,3,youtube#video,Apr,2022-04-08 12:38:38+00:00,Friday
72,Express JS Error Handling | Error Handling In Express JS Explained | Express JS | Simplilearn,2022-04-07T15:30:02Z,2602,44,44,1,youtube#video,Apr,2022-04-07 15:30:02+00:00,Thursday
73,Top 5 Decentralized App Development Frameworks | App Development Tools | #Shorts | Simplilearn,2022-04-07T14:03:14Z,1224,54,54,5,youtube#video,Apr,2022-04-07 14:03:14+00:00,Thursday
74,Technology Trends 2022 For Business | Top 5 Technology Trends 2022 | #Shorts | Simplilearn,2022-04-07T13:50:09Z,1692,85,85,1,youtube#video,Apr,2022-04-07 13:50:09+00:00,Thursday
75,Time Complexity In Data Structure | Time Complexity Analysis - Data Structures Tutorial |Simplilearn,2022-04-07T09:41:47Z,1361,22,22,1,youtube#video,Apr,2022-04-07 09:41:47+00:00,Thursday
76,TensorFlow & Keras Tutorial 2022 | Deep Learning With TensorFlow & Keras | Simplilearn,2022-04-06T23:51:58Z,9006,181,181,3,youtube#video,Apr,2022-04-06 23:51:58+00:00,Wednesday
77,Best Countries To Study Abroad | Top 4 Countries To Study Abroad | Abroad Education | Simplilearn,2022-04-06T15:30:17Z,40152,229,229,6,youtube#video,Apr,2022-04-06 15:30:17+00:00,Wednesday
78,Z Test Vs T Test In Statistics | Z Test Vs T Test - When To Use? | Statistics | Simplilearn,2022-04-06T14:01:59Z,1892,46,46,5,youtube#video,Apr,2022-04-06 14:01:59+00:00,Wednesday
79,Best Web Designing Tools | Web Designing Tools For Web Designers | #Shorts | Simplilearn,2022-04-06T13:45:00Z,2059,116,116,5,youtube#video,Apr,2022-04-06 13:45:00+00:00,Wednesday
80,What Is Technology Stack? | Technology Stack Explained In 1 Minute | #Shorts | Simplilearn,2022-04-06T13:12:41Z,1293,51,51,1,youtube#video,Apr,2022-04-06 13:12:41+00:00,Wednesday
81,DateDif In Excel Explained | DateDif Formula In Excel | Excel Tutorial For Beginners | Simplilearn,2022-04-05T15:30:06Z,5559,100,100,6,youtube#video,Apr,2022-04-05 15:30:06+00:00,Tuesday
82,What Is Ambient Intelligence? | Ambient Intelligence Explained In 1 Minute | #Shorts | Simplilearn,2022-04-05T14:00:16Z,1688,100,100,1,youtube#video,Apr,2022-04-05 14:00:16+00:00,Tuesday
83,Rust Vs C++ - Which Is Better? | Rust Vs C++ Performance Comparison | #Shorts | Simplilearn,2022-04-05T13:30:24Z,1864,71,71,4,youtube#video,Apr,2022-04-05 13:30:24+00:00,Tuesday
84,"Variables In C Programming | Local, Global And Static Variables In C | C Programming | Simplilearn",2022-04-05T09:17:12Z,1920,48,48,2,youtube#video,Apr,2022-04-05 09:17:12+00:00,Tuesday
85,Raspberry Pi Projects For Beginners | Raspberry Pi Projects 2022 | IoT Based Projects | Simplilearn,2022-04-04T15:30:11Z,4115,99,99,2,youtube#video,Apr,2022-04-04 15:30:11+00:00,Monday
86,Top 5 Quantum Computing Companies | Future Of Quantum Computing | #Shorts | Simplilearn,2022-04-04T15:03:54Z,2111,119,119,4,youtube#video,Apr,2022-04-04 15:03:54+00:00,Monday
87,What Is Return On Investment? | ROI Explained For Dummies In 1 Minute | #Shorts | Simplilearn,2022-04-04T13:27:57Z,1472,62,62,0,youtube#video,Apr,2022-04-04 13:27:57+00:00,Monday
88,Stepping Out And Stepping Up On Your Own | Ananth's Journey With Simplilearn | Simplilearn Reviews,2022-04-04T13:20:52Z,1837,37,37,2,youtube#video,Apr,2022-04-04 13:20:52+00:00,Monday
89,Lambda Expression C# Tutorial | LINQ C# | C# Tutorial For Beginners | Simplilearn,2022-04-03T15:30:02Z,4754,65,65,4,youtube#video,Apr,2022-04-03 15:30:02+00:00,Sunday
90,First C Program Tutorial | Writing First C Program | C Programming For Beginners | Simplilearn,2022-04-01T15:30:07Z,2658,67,67,8,youtube#video,Apr,2022-04-01 15:30:07+00:00,Friday
91,Career Transition With A Guaranteed Job | Harshad's Journey With Simplilearn | Simplilearn Reviews,2022-04-01T15:30:02Z,1989,44,44,6,youtube#video,Apr,2022-04-01 15:30:02+00:00,Friday
